,OBJECTID,ORIGID,CountyName,PopulationCensus16,TimeStamp,IGEasting,IGNorthing,Lat,Long,UGI,ConfirmedCovidCases,PopulationProportionCovidCases,ConfirmedCovidDeaths,ConfirmedCovidRecovered,Shape__Area,Shape__Length,Area,PopPerKmSquared,CaseDensity
4875,4876,14,Longford,40873,2020-09-03 00:00:00+00:00,220162,275901,53.7325,-7.6952,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,304,743.767279132924,,,3097977868.80127,315245.172822004,1091,37.46379468377635,8.1145010153402
4876,4877,15,Louth,128884,2020-09-03 00:00:00+00:00,299463,297349,53.9161,-6.487,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,838,650.197076440831,,,2386326963.30518,352203.517153586,826,156.03389830508473,5.37062785140126
4877,4878,16,Mayo,130507,2020-09-03 00:00:00+00:00,117679,297355,53.9191,-9.2537,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,588,450.550545181485,,,16036984139.0337,2101964.07657906,5586,23.363229502327247,25.167753453837726
4878,4879,17,Meath,195044,2020-09-03 00:00:00+00:00,284946,271349,53.6851,-6.715,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,912,467.58680092697,,,6658570745.56543,554844.750540487,2342,83.28095644748079,10.950882877709644
4879,4880,18,Monaghan,61386,2020-09-03 00:00:00+00:00,268914,326818,54.1857,-6.9452,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,575,936.6956635063369,,,3768943156.93945,392803.047266063,1295,47.4023166023166,12.130208842407063
4880,4881,19,Offaly,77961,2020-09-03 00:00:00+00:00,222690,223679,53.2632,-7.6607,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,636,815.7925116404359,,,5558826350.06201,561440.378583655,2001,38.96101949025487,16.324008157925118
4881,4882,20,Roscommon,64544,2020-09-03 00:00:00+00:00,182029,283486,53.8008,-8.2735,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,367,568.604362915221,,,7278743875.741209,622494.154575241,2548,25.331240188383045,14.48803916707982
4882,4883,21,Sligo,65535,2020-09-03 00:00:00+00:00,165130,323355,54.1581,-8.5345,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,157,239.566643778134,,,5348370378.1538105,682286.870285499,1838,35.65560391730141,4.4032349126421
4883,4884,22,Tipperary,159553,2020-09-03 00:00:00+00:00,205427,154345,52.6407,-7.9206,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,728,456.27471749199304,,,11551196729.2788,781276.579658177,4305,37.06225319396051,19.64262658803031
4884,4885,23,Waterford,116176,2020-09-03 00:00:00+00:00,234676,105809,52.2035,-7.4935,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,199,171.291833080843,,,4848379554.98291,643184.903993029,1857,62.56112008616047,3.180889340311252
4885,4886,24,Westmeath,88770,2020-09-03 00:00:00+00:00,238362,255966,53.5524,-7.4219,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,682,768.277571251549,,,5208705730.30273,422669.33271603205,1840,48.244565217391305,14.136307311028501
4886,4887,25,Wexford,149722,2020-09-03 00:00:00+00:00,301627,141559,52.5164,-6.5037,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,304,203.04297297658297,,,6332221063.42285,589324.4767450229,2367,63.25390790029574,4.806027170355725
4887,4888,26,Wicklow,142425,2020-09-03 00:00:00+00:00,311162,197894,53.0205,-6.3442,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,748,525.18869580481,,,5580728578.646971,427539.19856677897,2027,70.26393685249137,10.645574863963489
4888,4889,1,Carlow,56932,2020-09-04 00:00:00+00:00,278661,163444,52.7168,-6.8367,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,241,423.31202135881404,,,2432351721.0869102,319348.572538664,897,63.46934225195095,3.7971088315885617
4889,4890,2,Cavan,76176,2020-09-04 00:00:00+00:00,246380,304501,53.9878,-7.2937,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,901,1182.78722957362,,,5575009910.82324,515954.496459225,1932,39.42857142857143,22.851449275362317
4890,4891,3,Clare,118817,2020-09-04 00:00:00+00:00,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,479,403.140964676772,,,8722541705.68115,1013948.95023179,3450,34.43971014492754,13.908363281348628
4891,4892,4,Cork,542868,2020-09-04 00:00:00+00:00,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,1655,304.862323806155,,,19529490885.5488,2129949.40863365,7500,72.3824,22.864674285461657
4892,4893,5,Donegal,159192,2020-09-04 00:00:00+00:00,202615,405691,54.8989,-7.96,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,544,341.725714860043,,,14624041936.8887,2145085.77438756,4861,32.74881711581979,16.6112869993467
4893,4894,6,Dublin,1347359,2020-09-04 00:00:00+00:00,313762,235813,53.3605,-6.292000000000001,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,13746,1020.21807105604,,,2612632654.59473,449433.53182733,922,1461.3438177874186,9.406410615136723
4894,4895,7,Galway,258058,2020-09-04 00:00:00+00:00,151045,235818,53.3705,-8.7362,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,525,203.442636926582,,,17079158586.2568,1972288.28611619,6149,41.96747438607904,12.509687744615551
4895,4896,8,Kerry,147707,2020-09-04 00:00:00+00:00,92975,102996,52.1689,-9.565,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,339,229.50841869376498,,,12483603408.0742,1753779.81860439,4807,30.727480757229042,11.0324696866093
4896,4897,9,Kildare,222504,2020-09-04 00:00:00+00:00,281262,221513,53.238,-6.7837,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,2313,1039.5318735843,,,4726063621.61621,422182.036778848,1695,131.270796460177,17.620065257253803
4897,4898,10,Kilkenny,99232,2020-09-04 00:00:00+00:00,253094,148060,52.5816,-7.2175,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,416,419.21960657852304,,,5585391835.082029,453397.57216221397,2073,47.86878919440424,8.690422444372784
4898,4899,11,Laois,84697,2020-09-04 00:00:00+00:00,244211,193996,52.9952,-7.3423,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,393,464.006989621828,,,4731211499.44824,398512.462211564,1720,49.242441860465114,7.980920221495449
4899,4900,12,Leitrim,32044,2020-09-04 00:00:00+00:00,200446,319670,54.1261,-7.9939,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,91,283.984521283236,,,4618679672.90234,453253.68504311703,1590,20.153459119496855,4.515353888403445
4900,4901,13,Limerick,194899,2020-09-04 00:00:00+00:00,149743,141780,52.5255,-8.7412,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,799,409.95592588982004,,,7206726911.857909,673892.6904847029,2756,70.71806966618287,11.298385317523437
4901,4902,14,Longford,40873,2020-09-04 00:00:00+00:00,220162,275901,53.7325,-7.6952,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,304,743.767279132924,,,3097977868.80127,315245.172822004,1091,37.46379468377635,8.1145010153402
4902,4903,15,Louth,128884,2020-09-04 00:00:00+00:00,299463,297349,53.9161,-6.487,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,840,651.748859439496,,,2386326963.30518,352203.517153586,826,156.03389830508473,5.383445578970237
4903,4904,16,Mayo,130507,2020-09-04 00:00:00+00:00,117679,297355,53.9191,-9.2537,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,590,452.08303002904097,,,16036984139.0337,2101964.07657906,5586,23.363229502327247,25.253358057422208
4904,4905,17,Meath,195044,2020-09-04 00:00:00+00:00,284946,271349,53.6851,-6.715,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,917,470.150325054859,,,6658570745.56543,554844.750540487,2342,83.28095644748079,11.010920612784806
4905,4906,18,Monaghan,61386,2020-09-04 00:00:00+00:00,268914,326818,54.1857,-6.9452,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,578,941.582771315935,,,3768943156.93945,392803.047266063,1295,47.4023166023166,12.193496888541361
4906,4907,19,Offaly,77961,2020-09-04 00:00:00+00:00,222690,223679,53.2632,-7.6607,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,644,826.054052667359,,,5558826350.06201,561440.378583655,2001,38.96101949025487,16.529341593873863
4907,4908,20,Roscommon,64544,2020-09-04 00:00:00+00:00,182029,283486,53.8008,-8.2735,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,367,568.604362915221,,,7278743875.741209,622494.154575241,2548,25.331240188383045,14.48803916707982
4908,4909,21,Sligo,65535,2020-09-04 00:00:00+00:00,165130,323355,54.1581,-8.5345,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,158,241.092545967803,,,5348370378.1538105,682286.870285499,1838,35.65560391730141,4.431280994888228
4909,4910,22,Tipperary,159553,2020-09-04 00:00:00+00:00,205427,154345,52.6407,-7.9206,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,730,457.528219463125,,,11551196729.2788,781276.579658177,4305,37.06225319396051,19.696589847887537
4910,4911,23,Waterford,116176,2020-09-04 00:00:00+00:00,234676,105809,52.2035,-7.4935,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,204,175.59564798237201,,,4848379554.98291,643184.903993029,1857,62.56112008616047,3.26081118303264
4911,4912,24,Westmeath,88770,2020-09-04 00:00:00+00:00,238362,255966,53.5524,-7.4219,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,682,768.277571251549,,,5208705730.30273,422669.33271603205,1840,48.244565217391305,14.136307311028501
4912,4913,25,Wexford,149722,2020-09-04 00:00:00+00:00,301627,141559,52.5164,-6.5037,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,304,203.04297297658297,,,6332221063.42285,589324.4767450229,2367,63.25390790029574,4.806027170355725
4913,4914,26,Wicklow,142425,2020-09-04 00:00:00+00:00,311162,197894,53.0205,-6.3442,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,756,530.805687203791,,,5580728578.646971,427539.19856677897,2027,70.26393685249137,10.759431279620852
4914,4915,1,Carlow,56932,2020-09-05 00:00:00+00:00,278661,163444,52.7168,-6.8367,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,242,425.06850277524103,,,2432351721.0869102,319348.572538664,897,63.46934225195095,3.8128644698939085
4915,4916,2,Cavan,76176,2020-09-05 00:00:00+00:00,246380,304501,53.9878,-7.2937,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,901,1182.78722957362,,,5575009910.82324,515954.496459225,1932,39.42857142857143,22.851449275362317
4916,4917,3,Clare,118817,2020-09-05 00:00:00+00:00,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,480,403.98259508319506,,,8722541705.68115,1013948.95023179,3450,34.43971014492754,13.937399530370232
4917,4918,4,Cork,542868,2020-09-05 00:00:00+00:00,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,1660,305.78335801705003,,,19529490885.5488,2129949.40863365,7500,72.3824,22.933751851278764
4918,4919,5,Donegal,159192,2020-09-05 00:00:00+00:00,202615,405691,54.8989,-7.96,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,546,342.98205939997,,,14624041936.8887,2145085.77438756,4861,32.74881711581979,16.672357907432534
4919,4920,6,Dublin,1347359,2020-09-05 00:00:00+00:00,313762,235813,53.3605,-6.292000000000001,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,13814,1025.26498134499,,,2612632654.59473,449433.53182733,922,1461.3438177874186,9.452943128000777
4920,4921,7,Galway,258058,2020-09-05 00:00:00+00:00,151045,235818,53.3705,-8.7362,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,534,206.930224988181,,,17079158586.2568,1972288.28611619,6149,41.96747438607904,12.724139534523246
4921,4922,8,Kerry,147707,2020-09-05 00:00:00+00:00,92975,102996,52.1689,-9.565,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,339,229.50841869376498,,,12483603408.0742,1753779.81860439,4807,30.727480757229042,11.0324696866093
4922,4923,9,Kildare,222504,2020-09-05 00:00:00+00:00,281262,221513,53.238,-6.7837,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,2322,1043.57674468774,,,4726063621.61621,422182.036778848,1695,131.270796460177,17.688625822457123
4923,4924,10,Kilkenny,99232,2020-09-05 00:00:00+00:00,253094,148060,52.5816,-7.2175,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,419,422.242824895195,,,5585391835.082029,453397.57216221397,2073,47.86878919440424,8.753093760077395
4924,4925,11,Laois,84697,2020-09-05 00:00:00+00:00,244211,193996,52.9952,-7.3423,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,397,468.72970707345,,,4731211499.44824,398512.462211564,1720,49.242441860465114,8.062150961663342
4925,4926,12,Leitrim,32044,2020-09-05 00:00:00+00:00,200446,319670,54.1261,-7.9939,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,92,287.105230308326,,,4618679672.90234,453253.68504311703,1590,20.153459119496855,4.564973161902384
4926,4927,13,Limerick,194899,2020-09-05 00:00:00+00:00,149743,141780,52.5255,-8.7412,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,811,416.112961072145,,,7206726911.857909,673892.6904847029,2756,70.71806966618287,11.468073207148318
4927,4928,14,Longford,40873,2020-09-05 00:00:00+00:00,220162,275901,53.7325,-7.6952,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,305,746.213882024809,,,3097977868.80127,315245.172822004,1091,37.46379468377635,8.141193452890661
4928,4929,15,Louth,128884,2020-09-05 00:00:00+00:00,299463,297349,53.9161,-6.487,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,840,651.748859439496,,,2386326963.30518,352203.517153586,826,156.03389830508473,5.383445578970237
4929,4930,16,Mayo,130507,2020-09-05 00:00:00+00:00,117679,297355,53.9191,-9.2537,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,591,452.849272452819,,,16036984139.0337,2101964.07657906,5586,23.363229502327247,25.296160359214447
4930,4931,17,Meath,195044,2020-09-05 00:00:00+00:00,284946,271349,53.6851,-6.715,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,918,470.663029880437,,,6658570745.56543,554844.750540487,2342,83.28095644748079,11.02292815979984
4931,4932,18,Monaghan,61386,2020-09-05 00:00:00+00:00,268914,326818,54.1857,-6.9452,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,578,941.582771315935,,,3768943156.93945,392803.047266063,1295,47.4023166023166,12.193496888541361
4932,4933,19,Offaly,77961,2020-09-05 00:00:00+00:00,222690,223679,53.2632,-7.6607,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,647,829.902130552456,,,5558826350.06201,561440.378583655,2001,38.96101949025487,16.60634163235464
4933,4934,20,Roscommon,64544,2020-09-05 00:00:00+00:00,182029,283486,53.8008,-8.2735,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,368,570.1536936043631,,,7278743875.741209,622494.154575241,2548,25.331240188383045,14.527516113039168
4934,4935,21,Sligo,65535,2020-09-05 00:00:00+00:00,165130,323355,54.1581,-8.5345,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,158,241.092545967803,,,5348370378.1538105,682286.870285499,1838,35.65560391730141,4.431280994888228
4935,4936,22,Tipperary,159553,2020-09-05 00:00:00+00:00,205427,154345,52.6407,-7.9206,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,733,459.408472419823,,,11551196729.2788,781276.579658177,4305,37.06225319396051,19.777534737673378
4936,4937,23,Waterford,116176,2020-09-05 00:00:00+00:00,234676,105809,52.2035,-7.4935,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,206,177.317173942983,,,4848379554.98291,643184.903993029,1857,62.56112008616047,3.2927799201211956
4937,4938,24,Westmeath,88770,2020-09-05 00:00:00+00:00,238362,255966,53.5524,-7.4219,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,683,769.404077954264,,,5208705730.30273,422669.33271603205,1840,48.244565217391305,14.157035034358454
4938,4939,25,Wexford,149722,2020-09-05 00:00:00+00:00,301627,141559,52.5164,-6.5037,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,309,206.38249555843498,,,6332221063.42285,589324.4767450229,2367,63.25390790029574,4.885073669868155
4939,4940,26,Wicklow,142425,2020-09-05 00:00:00+00:00,311162,197894,53.0205,-6.3442,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,761,534.316306828155,,,5580728578.646971,427539.19856677897,2027,70.26393685249137,10.830591539406704
4940,4941,1,Carlow,56932,2020-09-06 00:00:00+00:00,278661,163444,52.7168,-6.8367,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,243,426.824984191667,,,2432351721.0869102,319348.572538664,897,63.46934225195095,3.8286201081992552
4941,4942,2,Cavan,76176,2020-09-06 00:00:00+00:00,246380,304501,53.9878,-7.2937,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,902,1184.09997899601,,,5575009910.82324,515954.496459225,1932,39.42857142857143,22.8768115942029
4942,4943,3,Clare,118817,2020-09-06 00:00:00+00:00,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,480,403.98259508319506,,,8722541705.68115,1013948.95023179,3450,34.43971014492754,13.937399530370232
4943,4944,4,Cork,542868,2020-09-06 00:00:00+00:00,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,1662,306.151771701408,,,19529490885.5488,2129949.40863365,7500,72.3824,22.961382877605605
4944,4945,5,Donegal,159192,2020-09-06 00:00:00+00:00,202615,405691,54.8989,-7.96,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,546,342.98205939997,,,14624041936.8887,2145085.77438756,4861,32.74881711581979,16.672357907432534
4945,4946,6,Dublin,1347359,2020-09-06 00:00:00+00:00,313762,235813,53.3605,-6.292000000000001,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,13868,1029.27282186856,,,2612632654.59473,449433.53182733,922,1461.3438177874186,9.489895417628116
4946,4947,7,Galway,258058,2020-09-06 00:00:00+00:00,151045,235818,53.3705,-8.7362,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,540,209.25528369591302,,,17079158586.2568,1972288.28611619,6149,41.96747438607904,12.867107394461708
4947,4948,8,Kerry,147707,2020-09-06 00:00:00+00:00,92975,102996,52.1689,-9.565,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,341,230.86245066246002,,,12483603408.0742,1753779.81860439,4807,30.727480757229042,11.097558003344458
4948,4949,9,Kildare,222504,2020-09-06 00:00:00+00:00,281262,221513,53.238,-6.7837,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,2322,1043.57674468774,,,4726063621.61621,422182.036778848,1695,131.270796460177,17.688625822457123
4949,4950,10,Kilkenny,99232,2020-09-06 00:00:00+00:00,253094,148060,52.5816,-7.2175,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,419,422.242824895195,,,5585391835.082029,453397.57216221397,2073,47.86878919440424,8.753093760077395
4950,4951,11,Laois,84697,2020-09-06 00:00:00+00:00,244211,193996,52.9952,-7.3423,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,397,468.72970707345,,,4731211499.44824,398512.462211564,1720,49.242441860465114,8.062150961663342
4951,4952,12,Leitrim,32044,2020-09-06 00:00:00+00:00,200446,319670,54.1261,-7.9939,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,103,321.433029584322,,,4618679672.90234,453253.68504311703,1590,20.153459119496855,5.110785170390713
4952,4953,13,Limerick,194899,2020-09-06 00:00:00+00:00,149743,141780,52.5255,-8.7412,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,814,417.652219867726,,,7206726911.857909,673892.6904847029,2756,70.71806966618287,11.510495179554539
4953,4954,14,Longford,40873,2020-09-06 00:00:00+00:00,220162,275901,53.7325,-7.6952,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,309,756.0002935923469,,,3097977868.80127,315245.172822004,1091,37.46379468377635,8.247963203092507
4954,4955,15,Louth,128884,2020-09-06 00:00:00+00:00,299463,297349,53.9161,-6.487,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,844,654.852425436827,,,2386326963.30518,352203.517153586,826,156.03389830508473,5.4090810341081905
4955,4956,16,Mayo,130507,2020-09-06 00:00:00+00:00,117679,297355,53.9191,-9.2537,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,592,453.615514876597,,,16036984139.0337,2101964.07657906,5586,23.363229502327247,25.33896266100669
4956,4957,17,Meath,195044,2020-09-06 00:00:00+00:00,284946,271349,53.6851,-6.715,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,920,471.688439531593,,,6658570745.56543,554844.750540487,2342,83.28095644748079,11.046943253829905
4957,4958,18,Monaghan,61386,2020-09-06 00:00:00+00:00,268914,326818,54.1857,-6.9452,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,579,943.2118072524679,,,3768943156.93945,392803.047266063,1295,47.4023166023166,12.21459290391946
4958,4959,19,Offaly,77961,2020-09-06 00:00:00+00:00,222690,223679,53.2632,-7.6607,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,651,835.0329010659179,,,5558826350.06201,561440.378583655,2001,38.96101949025487,16.70900835032901
4959,4960,20,Roscommon,64544,2020-09-06 00:00:00+00:00,182029,283486,53.8008,-8.2735,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,368,570.1536936043631,,,7278743875.741209,622494.154575241,2548,25.331240188383045,14.527516113039168
4960,4961,21,Sligo,65535,2020-09-06 00:00:00+00:00,165130,323355,54.1581,-8.5345,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,158,241.092545967803,,,5348370378.1538105,682286.870285499,1838,35.65560391730141,4.431280994888228
4961,4962,22,Tipperary,159553,2020-09-06 00:00:00+00:00,205427,154345,52.6407,-7.9206,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,734,460.03522340538905,,,11551196729.2788,781276.579658177,4305,37.06225319396051,19.80451636760199
4962,4963,23,Waterford,116176,2020-09-06 00:00:00+00:00,234676,105809,52.2035,-7.4935,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,206,177.317173942983,,,4848379554.98291,643184.903993029,1857,62.56112008616047,3.2927799201211956
4963,4964,24,Westmeath,88770,2020-09-06 00:00:00+00:00,238362,255966,53.5524,-7.4219,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,685,771.657091359694,,,5208705730.30273,422669.33271603205,1840,48.244565217391305,14.198490481018363
4964,4965,25,Wexford,149722,2020-09-06 00:00:00+00:00,301627,141559,52.5164,-6.5037,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,310,207.050400074805,,,6332221063.42285,589324.4767450229,2367,63.25390790029574,4.900882969770642
4965,4966,26,Wicklow,142425,2020-09-06 00:00:00+00:00,311162,197894,53.0205,-6.3442,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,761,534.316306828155,,,5580728578.646971,427539.19856677897,2027,70.26393685249137,10.830591539406704
4966,4967,1,Carlow,56932,2020-09-07 00:00:00+00:00,278661,163444,52.7168,-6.8367,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,243,426.824984191667,,,2432351721.0869102,319348.572538664,897,63.46934225195095,3.8286201081992552
4967,4968,2,Cavan,76176,2020-09-07 00:00:00+00:00,246380,304501,53.9878,-7.2937,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,903,1185.4127284183999,,,5575009910.82324,515954.496459225,1932,39.42857142857143,22.902173913043477
4968,4969,3,Clare,118817,2020-09-07 00:00:00+00:00,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,486,409.032377521735,,,8722541705.68115,1013948.95023179,3450,34.43971014492754,14.11161702449986
4969,4970,4,Cork,542868,2020-09-07 00:00:00+00:00,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,1665,306.704392227945,,,19529490885.5488,2129949.40863365,7500,72.3824,23.002829417095867
4970,4971,5,Donegal,159192,2020-09-07 00:00:00+00:00,202615,405691,54.8989,-7.96,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,549,344.86657620986,,,14624041936.8887,2145085.77438756,4861,32.74881711581979,16.763964269561285
4971,4972,6,Dublin,1347359,2020-09-07 00:00:00+00:00,313762,235813,53.3605,-6.292000000000001,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,14050,1042.78072881838,,,2612632654.59473,449433.53182733,922,1461.3438177874186,9.614438319705439
4972,4973,7,Galway,258058,2020-09-07 00:00:00+00:00,151045,235818,53.3705,-8.7362,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,546,211.580342403646,,,17079158586.2568,1972288.28611619,6149,41.96747438607904,13.010075254400173
4973,4974,8,Kerry,147707,2020-09-07 00:00:00+00:00,92975,102996,52.1689,-9.565,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,342,231.53946664680802,,,12483603408.0742,1753779.81860439,4807,30.727480757229042,11.130102161712038
4974,4975,9,Kildare,222504,2020-09-07 00:00:00+00:00,281262,221513,53.238,-6.7837,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,2346,1054.36306763024,,,4726063621.61621,422182.036778848,1695,131.270796460177,17.87145399633265
4975,4976,10,Kilkenny,99232,2020-09-07 00:00:00+00:00,253094,148060,52.5816,-7.2175,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,425,428.289261528539,,,5585391835.082029,453397.57216221397,2073,47.86878919440424,8.878436391486618
4976,4977,11,Laois,84697,2020-09-07 00:00:00+00:00,244211,193996,52.9952,-7.3423,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,397,468.72970707345,,,4731211499.44824,398512.462211564,1720,49.242441860465114,8.062150961663342
4977,4978,12,Leitrim,32044,2020-09-07 00:00:00+00:00,200446,319670,54.1261,-7.9939,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,103,321.433029584322,,,4618679672.90234,453253.68504311703,1590,20.153459119496855,5.110785170390713
4978,4979,13,Limerick,194899,2020-09-07 00:00:00+00:00,149743,141780,52.5255,-8.7412,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,833,427.400858906408,,,7206726911.857909,673892.6904847029,2756,70.71806966618287,11.779167671460604
